Time (s),L_Position_X,R_Position_X,L_Position_Z,R_Position_Z,Reps,Status,Summary
12.966926,0.233593233,0.240694501,0.003891534,0.006783665,4,0,
13.00026,0.233491762,0.245275225,-0.009758078,-0.00749194,4,0,
13.033594,0.233803196,0.242656549,-0.022562637,-0.020946494,4,0,
13.066928,0.234128362,0.238028727,-0.034617006,-0.033608463,4,0,
13.100262,0.23438587,0.235032784,-0.045977082,-0.045481863,4,0,
13.133596,0.234748749,0.23393349,-0.056639678,-0.056533343,4,0,
13.16693,0.235418189,0.233830763,-0.066579194,-0.066729033,4,0,
13.200264,0.23638062,0.234012226,-0.075794063,-0.076078324,4,0,
13.233598,0.237380256,0.234108864,-0.084325386,-0.084646846,4,0,
13.266932,0.238107245,0.233995166,-0.092239241,-0.092532319,4,0,
13.300266,0.238358549,0.233725535,-0.099589144,-0.099822479,4,0,
13.3336,0.238115218,0.233435238,-0.106387375,-0.10656252,4,0,
13.366934,0.237658128,0.233224031,-0.112604436,-0.112751401,4,0,
13.400268,0.237535439,0.233110686,-0.118192504,-0.11836594,4,0,
13.433602,0.238097714,0.233065327,-0.123115866,-0.123392652,4,0,
13.466936,0.238971256,0.233060047,-0.127372614,-0.12784477,4,0,
13.50027,0.239238236,0.233115233,-0.130995567,-0.131755722,4,0,
13.533604,0.238323572,0.233395446,-0.134027878,-0.135156373,4,0,
13.566938,0.23665142,0.234417314,-0.136483405,-0.138048046,4,0,
13.600272,0.235459472,0.237169184,-0.138310077,-0.140375909,4,0,
13.633606,0.236125215,0.242330183,-0.139365322,-0.141999305,4,0,
13.66694,0.239285627,0.248028077,-0.139393705,-0.142653042,4,0,
13.700274,0.243541477,0.248784895,-0.137984789,-0.141893833,4,0,
13.733608,0.244944354,0.240842772,-0.134504612,-0.139039396,4,0,
13.766942,0.240031008,0.230285023,-0.128048052,-0.133147357,4,0,
13.800276,0.231103351,0.228020035,-0.117511483,-0.123112977,4,0,
13.83361,0.225986179,0.232895326,-0.101856111,-0.107926919,4,0,
13.866944,0.229566668,0.234188574,-0.080504313,-0.087026344,5,0,
13.900278,0.237848208,0.233651171,-0.053679635,-0.060579798,5,0,
13.933612,0.243210203,0.2389967,-0.022493013,-0.029557367,5,0,
13.966946,0.242883491,0.239886661,0.011278582,0.004447005,5,0,
14.00028,0.239643774,0.230684891,0.04559409,0.039542278,5,0,
14.033614,0.236782503,0.232928882,0.078531343,0.07386178,5,0,
14.066948,0.235033875,0.247033528,0.108519946,0.105772217,5,0,
14.100282,0.233140052,0.243562502,0.134417522,0.133962907,5,0,
14.133616,0.229917831,0.23225056,0.155499114,0.157475859,5,0,
14.16695,0.226788287,0.237999715,0.17142008,0.175728367,5,0,
14.200284,0.227812501,0.241210656,0.182168751,0.188528474,5,0,
14.233618,0.233355386,0.233753121,0.188010855,0.196056629,5,0,
14.266952,0.23700631,0.232923645,0.189438046,0.198802563,5,0,
14.300286,0.237638868,0.234115687,0.187124738,0.197469682,5,0,
14.33362,0.241294915,0.236364429,0.181873169,0.192865995,5,0,
14.366954,0.241136775,0.240812958,0.174526119,0.185799388,5,0,
14.400288,0.231999819,0.233560381,0.165855103,0.176992929,5,0,
14.433622,0.233594308,0.225297595,0.156453943,0.167027653,5,0,
14.466956,0.244059826,0.233363433,0.146667024,0.156309216,5,0,
14.50029,0.236921359,0.241858137,0.136572697,0.145054151,5,0,
14.533624,0.225792548,0.238808387,0.126031499,0.133300894,5,0,
14.566958,0.228081083,0.23869889,0.114788066,0.120954561,5,0,
14.600292,0.231551607,0.248071969,0.102593619,0.107866201,5,0,
14.633626,0.241194924,0.254490585,0.089312618,0.093931965,5,0,
14.66696,0.250286302,0.249943996,0.074991014,0.079180725,5,0,
14.700294,0.237315259,0.239899853,0.05987561,0.063812546,5,0,
14.733628,0.227362982,0.232694461,0.044378213,0.048168723,5,0,
14.766962,0.240845658,0.231734618,0.028987376,0.032646995,5,0,
14.800296,0.24740435,0.235765546,0.014151542,0.017598163,5,0,
14.83363,0.236512741,0.241365825,0.000175104,0.003242733,5,0,
14.866964,0.235142673,0.245625252,-0.012834059,-0.010362416,5,0,
