Frame ordinal,Time (s),velocity,acceleration (m/s^2),bar_height,horizontal_displacement,power (kW),force (kN)
475,15.866,0.36,2.06,0.34,5.81,4.24,11.87
476,15.9,0.42,1.55,0.35,5.51,4.79,11.36
477,15.933,0.47,0.83,0.37,5.04,4.98,10.64
478,15.966,0.48,0.19,0.39,4.55,4.77,10
479,16,0.47,-0.07,0.4,4.14,4.57,9.74
480,16.033,0.47,-0.11,0.42,3.73,4.54,9.7
481,16.066,0.46,-0.19,0.43,3.24,4.47,9.62
482,16.1,0.46,-0.34,0.45,2.76,4.32,9.47
483,16.133,0.44,-0.54,0.46,2.32,4.12,9.27
484,16.166,0.42,-0.67,0.48,1.9,3.84,9.14
485,16.2,0.39,-0.54,0.49,1.57,3.64,9.27
486,16.233,0.38,-0.25,0.5,1.31,3.64,9.56
487,16.266,0.38,-0.05,0.52,0.97,3.71,9.76
488,16.3,0.38,0.03,0.53,0.67,3.74,9.84
489,16.333,0.38,0.06,0.54,0.47,3.77,9.87
490,16.366,0.38,0.05,0.55,0.33,3.79,9.86
491,16.4,0.39,-0.1,0.57,0.17,3.76,9.71
492,16.433,0.38,-0.34,0.58,0.04,3.6,9.47
493,16.466,0.36,-0.57,0.59,0.04,3.36,9.24
494,16.5,0.34,-0.82,0.6,0.08,3.08,8.99
495,16.533,0.31,-1.07,0.62,0.1,2.72,8.74
496,16.566,0.27,-1.05,0.63,0.12,2.33,8.76
497,16.6,0.23,-0.75,0.63,0.11,2.11,9.06
498,16.633,0.22,-0.6,0.64,0.07,2.02,9.21
499,16.666,0.2,-0.78,0.65,0.01,1.83,9.03
500,16.7,0.17,-1.05,0.65,0.13,1.47,8.76
501,16.733,0.13,-1.15,0.66,0.25,1.1,8.66
502,16.766,0.09,-1.09,0.66,0.34,0.78,8.72
503,16.8,0.05,-0.9,0.67,0.46,0.47,8.91
504,16.833,0.02,-0.57,0.67,0.56,0.23,9.24
505,16.866,0.02,-0.34,0.67,0.59,0.15,9.47
506,16.9,0.01,-0.4,0.67,0.57,0.1,9.41
507,16.933,-0.01,-0.55,0.67,0.57,0,9.26
508,16.966,-0.03,-0.54,0.67,0.59,0,9.27
509,17,-0.04,-0.55,0.67,0.62,0,9.26
510,17.033,-0.06,-0.78,0.66,0.6,0,9.03
511,17.066,-0.1,-1.11,0.66,0,0,8.7
512,17.1,-0.14,-1.38,0.66,0.03,0,8.43
513,17.133,-0.19,-1.64,0.65,0.06,0,8.17
514,17.166,-0.25,-1.81,0.65,0.13,0,8
515,17.2,-0.32,-1.66,0.64,0.14,0,8.15
516,17.233,-0.37,-1.21,0.62,0.09,0,8.6
517,17.266,-0.39,-0.8,0.61,0.01,0,9.01
518,17.3,-0.41,-0.49,0.6,0.01,0,9.32
519,17.333,-0.43,-0.07,0.58,0,0,9.74
520,17.366,-0.42,0.42,0.57,0.02,0,10.23
521,17.4,-0.4,0.61,0.56,0.15,0,10.42
522,17.433,-0.37,0.45,0.54,0.35,0,10.26
523,17.466,-0.37,0.27,0.53,0.58,0,10.08
524,17.5,-0.36,0.3,0.52,0.89,0,10.11
525,17.533,-0.35,0.42,0.51,1.25,0,10.23
526,17.566,-0.33,0.44,0.5,1.67,0,10.25
527,17.6,-0.32,0.37,0.48,2.16,0,10.18
528,17.633,-0.3,0.24,0.47,2.66,0,10.05
529,17.666,-0.3,0.07,0.46,3.12,0,9.88
530,17.7,-0.3,0.06,0.45,3.53,0,9.87
531,17.733,-0.3,0.23,0.44,3.86,0,10.04
532,17.766,-0.28,0.2,0.43,4.13,0,10.01
533,17.8,-0.28,-0.18,0.43,4.32,0,9.63
534,17.833,-0.3,-0.54,0.42,4.49,0,9.27
535,17.866,-0.32,-0.55,0.41,4.67,0,9.26
536,17.9,-0.34,-0.25,0.39,4.93,0,9.56
537,17.933,-0.34,0.15,0.38,5.21,0,9.96
538,17.966,-0.33,0.48,0.37,5.54,0,10.29
539,18,-0.31,0.76,0.36,5.77,0,10.57
540,18.033,-0.28,1.17,0.35,5.89,0,10.98
541,18.066,-0.23,1.6,0.34,5.94,0,11.41
542,18.1,-0.17,1.76,0.34,5.98,0,11.57
543,18.133,-0.11,1.66,0.33,5.9,0,11.47
544,18.166,-0.06,1.55,0.33,5.81,0,11.36
545,18.2,-0.01,1.71,0.33,5.7,0,11.52
546,18.233,0.05,2.09,0.33,5.51,0.62,11.9
547,18.266,0.13,2.42,0.33,5.32,1.6,12.23
548,18.3,0.22,2.5,0.34,5.18,2.7,12.31
549,18.333,0.3,2.32,0.35,4.91,3.67,12.13
550,18.366,0.37,1.97,0.36,4.5,4.42,11.78
551,18.4,0.44,1.49,0.37,4.04,4.93,11.3
552,18.433,0.48,0.94,0.39,3.49,5.14,10.75
553,18.466,0.5,0.49,0.4,2.97,5.11,10.3
554,18.5,0.51,0.18,0.42,2.5,5.06,9.99
555,18.533,0.51,-0.07,0.44,1.97,4.96,9.74
556,18.566,0.5,-0.26,0.45,1.37,4.78,9.55
557,18.6,0.49,-0.34,0.47,0.83,4.63,9.47
558,18.633,0.48,-0.38,0.49,0.22,4.5,9.43
559,18.666,0.46,-0.45,0.5,0.38,4.34,9.36
560,18.7,0.45,-0.54,0.52,0.89,4.16,9.27
561,18.733,0.43,-0.48,0.53,1.28,3.98,9.33
562,18.766,0.41,-0.13,0.55,1.58,3.96,9.68
563,18.8,0.42,0.22,0.56,1.85,4.18,10.03
564,18.833,0.44,0.05,0.57,2.07,4.3,9.86
565,18.866,0.43,-0.67,0.59,2.11,3.95,9.14
566,18.9,0.39,-1.4,0.6,2.03,3.29,8.41
567,18.933,0.33,-1.62,0.61,2.02,2.68,8.19
568,18.966,0.27,-1.33,0.62,2.07,2.31,8.48
569,19,0.24,-0.97,0.63,2.05,2.12,8.84
570,19.033,0.21,-0.74,0.64,2,1.93,9.07
571,19.066,0.19,-0.59,0.65,1.96,1.74,9.22
572,19.1,0.18,-0.55,0.65,1.77,1.62,9.26
573,19.133,0.16,-0.67,0.66,1.39,1.44,9.14
574,19.166,0.13,-0.71,0.66,1.01,1.17,9.1
575,19.2,0.1,-0.56,0.67,0.71,0.97,9.25
576,19.233,0.09,-0.42,0.67,0.49,0.86,9.39
577,19.266,0.08,-0.47,0.67,0.35,0.76,9.34
578,19.3,0.06,-0.67,0.68,0.22,0.58,9.14
579,19.333,0.04,-0.82,0.68,0.05,0.32,8.99
580,19.366,0,-0.73,0.68,0.06,0.04,9.08
581,19.4,-0.02,-0.47,0.68,0.1,0,9.34
582,19.433,-0.02,-0.33,0.68,0.18,0,9.48
583,19.466,-0.03,-0.45,0.68,0.22,0,9.36
584,19.5,-0.05,-0.69,0.67,0.13,0,9.12
585,19.533,-0.08,-0.9,0.67,0.03,0,8.91
586,19.566,-0.11,-1.12,0.67,0,0,8.69
587,19.6,-0.15,-1.31,0.66,0.12,0,8.5
588,19.633,-0.2,-1.37,0.66,0.24,0,8.44
589,19.666,-0.25,-1.36,0.65,0.38,0,8.45
590,19.7,-0.29,-1.44,0.64,0.49,0,8.37
591,19.733,-0.34,-1.45,0.63,0.52,0,8.36
592,19.766,-0.39,-1.19,0.62,0.5,0,8.62
593,19.8,-0.43,-0.72,0.61,0.46,0,9.09
594,19.833,-0.44,-0.22,0.59,0.53,0,9.59
595,19.866,-0.44,0.18,0.58,0.66,0,9.99
596,19.9,-0.43,0.41,0.56,0.73,0,10.22
597,19.933,-0.41,0.41,0.55,0.67,0,10.22
598,19.966,-0.39,0.17,0.53,0.59,0,9.98
599,20,-0.4,-0.04,0.52,0.42,0,9.77
600,20.033,-0.41,0.03,0.51,0.18,0,9.84
601,20.066,-0.4,0.16,0.49,0.07,0,9.97
602,20.1,-0.39,0.11,0.48,0.27,0,9.92
603,20.133,-0.39,0.01,0.47,0.44,0,9.82
604,20.166,-0.39,0.04,0.45,0.63,0,9.85
605,20.2,-0.39,0.18,0.44,0.83,0,9.99
606,20.233,-0.38,0.42,0.43,0.98,0,10.23
607,20.266,-0.36,0.55,0.42,1.13,0,10.36
608,20.3,-0.33,0.29,0.4,1.38,0,10.1
609,20.333,-0.33,-0.15,0.39,1.7,0,9.66
610,20.366,-0.35,-0.26,0.38,2.12,0,9.55
611,20.4,-0.36,-0.04,0.37,2.51,0,9.77
612,20.433,-0.35,0.13,0.36,2.85,0,9.94
613,20.466,-0.35,0.31,0.35,3.28,0,10.12
614,20.5,-0.34,0.73,0.34,3.77,0,10.54
615,20.533,-0.3,1.25,0.32,4.14,0,11.06
616,20.566,-0.25,1.53,0.31,4.39,0,11.34
617,20.6,-0.2,1.62,0.31,4.55,0,11.43
618,20.633,-0.14,1.8,0.3,4.58,0,11.61
619,20.666,-0.08,2.08,0.3,4.56,0,11.89
620,20.7,0,2.32,0.3,4.55,0,12.13
621,20.733,0.08,2.37,0.3,4.55,0.95,12.18
622,20.766,0.16,2.23,0.3,4.61,1.89,12.04
623,20.8,0.23,2.09,0.31,4.67,2.71,11.9
624,20.833,0.29,2.1,0.32,4.69,3.49,11.91
625,20.866,0.36,2.22,0.33,4.65,4.36,12.03
626,20.9,0.44,2.2,0.34,4.37,5.32,12.01
627,20.933,0.52,1.77,0.36,3.91,6.02,11.58
628,20.966,0.57,0.98,0.38,3.5,6.13,10.79
629,21,0.58,0.16,0.4,3.16,5.83,9.97
630,21.033,0.57,-0.43,0.42,2.8,5.39,9.38
631,21.066,0.55,-0.66,0.43,2.37,5.02,9.15
632,21.1,0.53,-0.65,0.45,1.82,4.82,9.16
633,21.133,0.51,-0.65,0.47,1.22,4.65,9.16
634,21.166,0.48,-0.63,0.49,0.62,4.43,9.18
635,21.2,0.46,-0.57,0.5,0.1,4.27,9.24
636,21.233,0.45,-0.59,0.52,0.41,4.13,9.22
637,21.266,0.43,-0.68,0.53,0.89,3.88,9.13
638,21.3,0.4,-0.61,0.54,1.25,3.66,9.2
639,21.333,0.38,-0.36,0.56,1.48,3.6,9.45
640,21.366,0.37,-0.12,0.57,1.67,3.63,9.69
641,21.4,0.38,-0.14,0.58,1.79,3.64,9.67
642,21.433,0.37,-0.53,0.59,1.83,3.47,9.28
643,21.466,0.34,-0.93,0.61,1.91,3.05,8.88
644,21.5,0.3,-0.85,0.62,1.98,2.68,8.96
645,21.533,0.28,-0.44,0.63,1.95,2.6,9.37
646,21.566,0.28,-0.28,0.64,1.85,2.65,9.53
647,21.6,0.27,-0.59,0.65,1.74,2.48,9.22
648,21.633,0.24,-1.01,0.65,1.61,2.11,8.8
649,21.666,0.2,-1.14,0.66,1.44,1.7,8.67
650,21.7,0.16,-0.95,0.67,1.23,1.38,8.86
651,21.733,0.13,-0.72,0.67,1.04,1.2,9.09
652,21.766,0.11,-0.73,0.68,0.83,1.04,9.08
653,21.8,0.09,-0.87,0.68,0.58,0.78,8.94
654,21.833,0.05,-0.92,0.68,0.34,0.47,8.89
655,21.866,0.02,-0.87,0.68,0.2,0.22,8.94
656,21.9,0,-0.82,0.68,0.1,0,8.99
657,21.933,-0.03,-0.69,0.68,0.02,0,9.12
658,21.966,-0.05,-0.48,0.68,0.07,0,9.33
659,22,-0.06,-0.42,0.68,0.14,0,9.39
660,22.033,-0.07,-0.61,0.68,0.24,0,9.2
661,22.066,-0.1,-0.84,0.67,0,0,8.97
662,22.1,-0.14,-0.89,0.67,0.04,0,8.92
663,22.133,-0.16,-0.85,0.67,0.12,0,8.96
664,22.166,-0.19,-0.96,0.66,0.13,0,8.85
665,22.2,-0.22,-1.19,0.65,0.19,0,8.62
666,22.233,-0.27,-1.21,0.65,0.26,0,8.6
667,22.266,-0.31,-0.98,0.64,0.35,0,8.83
668,22.3,-0.33,-0.82,0.62,0.47,0,8.99
669,22.333,-0.36,-0.72,0.61,0.64,0,9.09
670,22.366,-0.39,-0.36,0.6,0.78,0,9.45
671,22.4,-0.39,0.21,0.59,0.95,0,10.02
672,22.433,-0.37,0.49,0.57,1.08,0,10.3
673,22.466,-0.35,0.35,0.56,1.12,0,10.16
674,22.5,-0.35,0.19,0.55,1.07,0,10
675,22.533,-0.34,0.18,0.54,0.92,0,9.99
676,22.566,-0.33,0.14,0.53,0.66,0,9.95
677,22.6,-0.33,-0.01,0.52,0.3,0,9.8
678,22.633,-0.33,-0.16,0.51,0.08,0,9.65
679,22.666,-0.34,-0.25,0.49,0.46,0,9.56
680,22.7,-0.35,-0.25,0.48,0.82,0,9.56
681,22.733,-0.36,-0.16,0.47,1.2,0,9.65
682,22.766,-0.36,-0.1,0.46,1.56,0,9.71
683,22.8,-0.36,-0.17,0.45,1.93,0,9.64
684,22.833,-0.37,-0.3,0.44,2.31,0,9.51
685,22.866,-0.38,-0.35,0.42,2.6,0,9.46
686,22.9,-0.4,-0.14,0.41,2.87,0,9.67
687,22.933,-0.4,0.29,0.4,3.24,0,10.1
688,22.966,-0.38,0.65,0.38,3.66,0,10.46
689,23,-0.35,0.78,0.37,4.07,0,10.59
690,23.033,-0.33,0.8,0.36,4.51,0,10.61
691,23.066,-0.3,0.81,0.35,4.93,0,10.62
692,23.1,-0.27,0.89,0.34,5.28,0,10.7
693,23.133,-0.24,1.14,0.33,5.55,0,10.95
694,23.166,-0.2,1.38,0.32,5.71,0,11.19
695,23.2,-0.14,1.47,0.32,5.82,0,11.28
696,23.233,-0.1,1.59,0.31,5.83,0,11.4
697,23.266,-0.04,1.8,0.31,5.8,0,11.61
698,23.3,0.02,1.93,0.31,5.83,0.29,11.74
699,23.333,0.09,1.94,0.31,5.88,1.06,11.75
700,23.366,0.15,2.05,0.32,5.75,1.77,11.86
701,23.4,0.22,2.18,0.32,5.56,2.68,11.99
702,23.433,0.31,1.93,0.33,5.43,3.58,11.74
703,23.466,0.36,1.37,0.34,5.39,4.02,11.18
704,23.5,0.39,0.98,0.36,5.22,4.2,10.79
705,23.533,0.42,0.76,0.37,4.81,4.44,10.57
706,23.566,0.45,0.4,0.38,4.29,4.55,10.21
707,23.6,0.45,-0.02,0.4,3.8,4.39,9.79
708,23.633,0.44,-0.15,0.41,3.39,4.22,9.66
709,23.666,0.43,-0.06,0.43,2.99,4.22,9.75
710,23.7,0.44,-0.07,0.44,2.56,4.25,9.74
711,23.733,0.43,-0.24,0.46,2.02,4.14,9.57
712,23.766,0.42,-0.36,0.47,1.4,3.95,9.45
713,23.8,0.41,-0.39,0.49,0.75,3.83,9.42
714,23.833,0.4,-0.48,0.5,0.21,3.69,9.33
715,23.866,0.37,-0.55,0.51,0.28,3.47,9.26
716,23.9,0.35,-0.47,0.52,0.74,3.31,9.34
717,23.933,0.34,-0.31,0.54,1.06,3.25,9.5
718,23.966,0.33,-0.16,0.55,1.21,3.22,9.65
719,24,0.33,-0.03,0.56,1.35,3.24,9.78
720,24.033,0.33,0,0.57,1.47,3.27,9.81
721,24.066,0.33,-0.08,0.58,1.43,3.24,9.73
722,24.1,0.33,-0.24,0.59,1.31,3.15,9.57
723,24.133,0.32,-0.48,0.6,1.23,2.98,9.33
724,24.166,0.3,-0.72,0.61,1.18,2.71,9.09
725,24.2,0.27,-0.75,0.62,1.08,2.41,9.06
726,24.233,0.24,-0.56,0.63,0.94,2.24,9.25
727,24.266,0.23,-0.47,0.64,0.75,2.16,9.34
728,24.3,0.22,-0.74,0.65,0.58,1.99,9.07
729,24.333,0.19,-1.15,0.65,0.48,1.62,8.66
730,24.366,0.13,-1.13,0.66,0.4,1.16,8.68
731,24.4,0.1,-0.66,0.66,0.29,0.9,9.15
732,24.433,0.09,-0.35,0.66,0.18,0.89,9.46
733,24.466,0.09,-0.56,0.67,0.03,0.82,9.25
734,24.5,0.06,-1.01,0.67,0.13,0.53,8.8
735,24.533,0.02,-1.28,0.67,0.29,0.14,8.53
736,24.566,-0.03,-1.29,0.67,0.37,0,8.52
737,24.6,-0.07,-1.21,0.67,0.39,0,8.6
738,24.633,-0.11,-1.17,0.67,0.34,0,8.64
739,24.666,-0.15,-1.17,0.66,0.29,0,8.64
740,24.7,-0.19,-1.27,0.66,0.23,0,8.54
741,24.733,-0.23,-1.55,0.65,0.14,0,8.26
742,24.766,-0.29,-1.75,0.64,0.08,0,8.06
743,24.8,-0.36,-1.54,0.63,0.08,0,8.27
744,24.833,-0.4,-1.17,0.62,0.09,0,8.64
745,24.866,-0.42,-1.07,0.6,0.12,0,8.74
746,24.9,-0.47,-0.95,0.59,0.22,0,8.86
747,24.933,-0.5,-0.3,0.57,0.38,0,9.51
748,24.966,-0.49,0.4,0.56,0.55,0,10.21
749,25,-0.46,0.35,0.54,0.61,0,10.16
750,25.033,-0.45,-0.29,0.53,0.73,0,9.52
751,25.066,-0.48,-0.77,0.51,1.05,0,9.04
752,25.1,-0.52,-0.74,0.49,1.53,0,9.07
753,25.133,-0.54,-0.41,0.48,2,0,9.4
754,25.166,-0.54,-0.27,0.46,2.52,0,9.54
755,25.2,-0.54,-0.53,0.44,2.96,0,9.28
756,25.233,-0.58,-0.72,0.42,3.29,0,9.09
757,25.266,-0.61,-0.38,0.4,3.62,0,9.43
758,25.3,-0.61,0.12,0.38,4.1,0,9.93
759,25.333,-0.59,0.15,0.36,4.73,0,9.96
760,25.366,-0.59,-0.28,0.34,5.35,0,9.53
761,25.4,-0.61,-0.59,0.32,5.88,0,9.22
762,25.433,-0.63,-0.45,0.3,6.39,0,9.36
763,25.466,-0.64,-0.04,0.28,6.97,0,9.77
764,25.5,-0.64,0.24,0.26,7.42,0,10.05
765,25.533,-0.62,0.13,0.24,7.68,0,9.94
766,25.566,-0.62,-0.27,0.22,7.89,0,9.54
767,25.6,-0.64,-0.39,0.2,8.14,0,9.42
768,25.633,-0.66,0.17,0.17,8.39,0,9.98
769,25.666,-0.64,0.95,0.15,8.65,0,10.76
770,25.7,-0.59,1.37,0.13,8.95,0,11.18
771,25.733,-0.54,1.55,0.11,9.22,0,11.36
772,25.766,-0.49,1.78,0.09,9.48,0,11.59
773,25.8,-0.42,1.93,0.08,9.76,0,11.74
774,25.833,-0.35,1.82,0.07,10.05,0,11.63
775,25.866,-0.3,1.5,0.06,10.28,0,11.31
776,25.9,-0.25,1.23,0.05,10.4,0,11.04
777,25.933,-0.22,1.19,0.04,10.51,0,11
778,25.966,-0.18,1.18,0.03,10.65,0,10.99
779,26,-0.13,0.89,0.03,10.78,0,10.7
780,26.033,-0.11,0.4,0.02,10.92,0,10.21
781,26.066,-0.11,0.06,0.02,11.07,0,9.87
782,26.1,-0.11,0.1,0.02,11.15,0,9.91
783,26.133,-0.11,0.48,0.01,11.19,0,10.29
784,26.166,-0.08,0.89,0.01,11.24,0,10.7
785,26.2,-0.04,0.99,0.01,11.3,0,10.8
786,26.233,-0.01,0.69,0.01,11.34,0,10.5
787,26.266,0,0.25,0.01,11.36,0.05,10.06
788,26.3,0,-0.02,0.01,11.34,0.03,9.79
789,26.333,0,-0.05,0.01,11.32,0,9.76
790,26.366,0,0.02,0.01,11.33,0,9.83
791,26.4,0,0,0.01,11.35,0.02,9.81
792,26.433,0,-0.11,0.01,11.36,0.01,9.7
793,26.466,-0.01,-0.19,0.01,11.44,0,9.62
794,26.5,-0.01,-0.21,0.01,11.53,0,9.6
795,26.533,-0.02,-0.2,0.01,11.59,0,9.61
796,26.566,-0.03,-0.11,0.01,11.64,0,9.7
797,26.6,-0.03,0.05,0,11.73,0,9.86
798,26.633,-0.02,0.18,0,11.85,0,9.99
799,26.666,-0.02,0.23,0,11.95,0,10.04
800,26.7,-0.01,0.23,0,12.03,0,10.04
801,26.733,0,0.15,0,12.13,0.01,9.96
802,26.766,0,0.02,0,12.22,0.04,9.83
803,26.8,0,-0.06,0,12.25,0.01,9.75
804,26.833,0,-0.02,0,12.24,0,9.79
805,26.866,0,0.05,0,12.23,0,9.86
806,26.9,0,0.07,0,12.2,0.02,9.88
807,26.933,0.01,0.01,0,12.21,0.05,9.82
808,26.966,0,-0.12,0,12.22,0.05,9.69
809,27,0,-0.2,0,12.24,0,9.61
810,27.033,-0.01,-0.11,0,12.28,0,9.7
811,27.066,-0.01,0.1,0,12.3,0,9.91
812,27.1,0,0.23,0,12.3,0,10.04
813,27.133,0.01,0.18,0,12.28,0.07,9.99
814,27.166,0.01,0.01,0,12.26,0.11,9.82
815,27.2,0.01,-0.14,0,12.28,0.07,9.67
816,27.233,0,-0.14,0,12.3,0,9.67
817,27.266,0,-0.06,0,12.29,0,9.75
818,27.3,0,-0.02,0,12.3,0,9.79
819,27.333,-0.01,0,0,12.32,0,9.81
820,27.366,-0.01,0.1,0,12.3,0,9.91
821,27.4,0,0.16,0,12.3,0.02,9.97
822,27.433,0.01,0.06,0,12.3,0.09,9.87
823,27.466,0.01,-0.08,0,12.26,0.07,9.73
824,27.5,0,-0.1,0,12.26,0.01,9.71
825,27.533,0,-0.03,0,12.33,0,9.78
826,27.566,0,-0.04,0,12.35,0.01,9.77
827,27.6,0,-0.13,0,12.34,0,9.68
828,27.633,-0.01,-0.08,0,12.34,0,9.73
829,27.666,-0.01,0.12,0,12.32,0,9.93
830,27.7,0,0.17,0,12.29,0,9.98
831,27.733,0.01,-0.01,0,12.36,0.07,9.8
832,27.766,0,-0.16,0,12.5,0,9.65
833,27.8,-0.01,-0.1,0,12.57,0,9.71
834,27.833,-0.01,-0.02,0,12.54,0,9.79
835,27.866,-0.01,-0.02,0,12.49,0,9.79
836,27.9,-0.01,-0.02,0,12.43,0,9.79
